"","year","month","date_concat","property_id","utility_acct_number","user_id","ParticipantID","payment_type","kwh_allocated","solar_farm_name","HH Income","leave_reason","default_dummy","churn_dummy"
"1",2021,10,"2021_10",910,"21004003360",900,257,"card",9998.78,"Frog Hollow (CHGE)","not in list","0",0,0
"2",2021,10,"2021_10",910,"21004003360",900,257,"ach",9998.78,"Frog Hollow (CHGE)","not in list","0",0,0
"3",2021,10,"2021_10",1153,"7110212000",1194,436,"card",5676,"Frog Hollow (CHGE)",">=$50,000","0",0,0
"4",2021,10,"2021_10",1153,"7110212000",1194,436,"card",5676,"Frog Hollow (CHGE)",">=$50,000","0",0,0
"5",2021,10,"2021_10",1111,"8503287001",1143,402,"card",4510.73,"Frog Hollow (CHGE)",">=$50,000","0",0,0
"6",2021,10,"2021_10",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"7",2021,10,"2021_10",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"8",2021,10,"2021_10",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"9",2021,10,"2021_10",1062,"21002015333",1078,362,"card",14584.7,"Frog Hollow (CHGE)","not in list","0",0,0
"10",2021,10,"2021_10",1062,"21002015333",1078,362,"card",14584.7,"Frog Hollow (CHGE)","not in list","0",0,0
"11",2021,10,"2021_10",1062,"21002015333",1078,362,"card",14584.7,"Frog Hollow (CHGE)","not in list","0",0,0
"12",2020,8,"2020_8",846,"21003194384",828,220,"ach",11126.5,"Frog Hollow (CHGE)","not in list","0",0,0
"13",2020,8,"2020_8",846,"21003194384",828,220,"card",11126.5,"Frog Hollow (CHGE)","not in list","0",0,0
"14",2020,8,"2020_8",846,"21003194384",828,220,"card",11126.5,"Frog Hollow (CHGE)","not in list","0",0,0
"15",2020,8,"2020_8",846,"21003194384",828,220,"card",11126.5,"Frog Hollow (CHGE)","not in list","0",0,0
"16",2020,8,"2020_8",846,"21003194384",828,220,"card",11126.5,"Frog Hollow (CHGE)","not in list","0",0,0
"17",2020,8,"2020_8",846,"21003194384",828,220,"card",11126.5,"Frog Hollow (CHGE)","not in list","0",0,0
"18",2021,9,"2021_9",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"19",2021,9,"2021_9",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"20",2021,9,"2021_9",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"21",2020,9,"2020_9",753,"21000632626",710,147,"card",16201,"Frog Hollow (CHGE)","not in list","0",0,0
"22",2020,9,"2020_9",753,"21000632626",710,147,"card",16201,"Frog Hollow (CHGE)","not in list","0",0,0
"23",2021,10,"2021_10",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"24",2021,10,"2021_10",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"25",2021,10,"2021_10",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"26",2020,9,"2020_9",1351,"21004043556",1446,535,"card",2668.85,"Frog Hollow (CHGE)","not in list","0",0,0
"27",2020,9,"2020_9",1351,"21004043556",1446,535,"card",2668.85,"Frog Hollow (CHGE)","not in list","0",0,0
"28",2020,9,"2020_9",1351,"21004043556",1446,535,"card",2668.85,"Frog Hollow (CHGE)","not in list","0",0,0
"29",2020,9,"2020_9",1351,"21004043556",1446,535,"card",2668.85,"Frog Hollow (CHGE)","not in list","0",0,0
"30",2020,9,"2020_9",753,"21000632626",710,147,"card",16201,"Frog Hollow (CHGE)","not in list","0",0,0
"31",2020,9,"2020_9",753,"21000632626",710,147,"card",16201,"Frog Hollow (CHGE)","not in list","0",0,0
"32",2021,9,"2021_9",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"33",2021,9,"2021_9",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"34",2021,9,"2021_9",1342,"21002640783",1434,528,"card",8871.1,"Frog Hollow (CHGE)","not in list","0",0,0
"35",2022,1,"2022_1",1409,"3769290005",1616,571,"card",3774.18,"Howell (O&R)",">=$50,000","0",0,0
"36",2022,1,"2022_1",1409,"3769290005",1616,571,"card",3774.18,"Howell (O&R)",">=$50,000","0",0,0
"37",2022,1,"2022_1",31,"689005016",31,3,"card",20758,"Howell (O&R)",">=$50,000","Got Rooftop",0,1
"38",2022,1,"2022_1",31,"689005016",31,3,"card",20758,"Howell (O&R)",">=$50,000","Got Rooftop",0,1
"39",2022,1,"2022_1",1216,"963098035",1272,480,"card",1924.09,"Howell (O&R)",">=$50,000","0",0,0
"40",2022,1,"2022_1",708,"5495504012",666,117,"card",5439.26,"Howell (O&R)",">=$50,000","0",0,0
"41",2022,1,"2022_1",1034,"4659693002",1048,344,"card",5772.28,"Howell (O&R)",">=$50,000","0",0,0
"42",2022,1,"2022_1",1034,"4659693002",1048,344,"card",5772.28,"Howell (O&R)",">=$50,000","0",0,0
"43",2022,1,"2022_1",1034,"4659693002",1048,344,"card",5772.28,"Howell (O&R)",">=$50,000","0",0,0
"44",2022,1,"2022_1",605,"3752504021",556,85,"card",8473.41,"Howell (O&R)",">=$50,000","0",0,0
"45",2022,1,"2022_1",605,"3752504021",556,85,"card",8473.41,"Howell (O&R)",">=$50,000","0",0,0
"46",2022,1,"2022_1",755,"3747242014",713,149,"card",10767.5,"Howell (O&R)",">=$50,000","0",0,0
"47",2022,1,"2022_1",1183,"999404018",1232,454,"ach",4144.2,"Howell (O&R)",">=$50,000","0",0,0
"48",2022,1,"2022_1",1372,"641082028",1530,550,"card",5365.26,"Howell (O&R)",">=$50,000","0",0,0
"49",2022,1,"2022_1",1372,"641082028",1530,550,"card",5365.26,"Howell (O&R)",">=$50,000","0",0,0
"50",2022,1,"2022_1",626,"3701054009",580,96,"card",53060.6,"Howell (O&R)",">=$50,000","0",0,0
"51",2022,1,"2022_1",626,"3701054009",580,96,"card",53060.6,"Howell (O&R)",">=$50,000","0",0,0
"52",2022,1,"2022_1",900,"4272251004",882,250,"ach",4588.22,"Howell (O&R)",">=$50,000","0",0,0
"53",2020,5,"2020_5",755,"3747242014",713,149,"card",10767.5,"Howell (O&R)",">=$50,000","0",0,0
"54",2022,1,"2022_1",795,"1542093051",763,184,"card",5365.26,"Howell (O&R)",">=$50,000","0",0,0
"55",2020,5,"2020_5",767,"4172488018",726,158,"card",10360.5,"Howell (O&R)","$0-$49,999","0",0,0
"56",2022,1,"2022_1",424,"6712449017",405,31,"card",13024.6,"Howell (O&R)",">=$50,000","0",0,0
"57",2022,1,"2022_1",939,"7684740017",932,278,"card",9768.48,"Howell (O&R)",">=$50,000","0",0,0
"58",2022,1,"2022_1",939,"7684740017",932,278,"card",9768.48,"Howell (O&R)",">=$50,000","0",0,0
"59",2022,1,"2022_1",939,"7684740017",932,278,"card",9768.48,"Howell (O&R)",">=$50,000","0",0,0
"60",2022,1,"2022_1",939,"7684740017",932,278,"card",9768.48,"Howell (O&R)",">=$50,000","0",0,0
"61",2022,1,"2022_1",1344,"2797017015",1438,530,"card",15170.7,"Howell (O&R)",">=$50,000","0",0,0
"62",2022,1,"2022_1",1008,"6224208053",1016,327,"card",12728.6,"Howell (O&R)",">=$50,000","0",0,0
"63",2022,1,"2022_1",38,"7376061001",39,8,"card",4773.23,"Howell (O&R)",">=$50,000","0",0,0
"64",2022,1,"2022_1",38,"7376061001",39,8,"card",4773.23,"Howell (O&R)",">=$50,000","0",0,0
"65",2022,1,"2022_1",717,"5413599082",675,126,"card",1073.05,"Howell (O&R)","$0-$49,999","0",0,0
"66",2022,1,"2022_1",717,"5413599082",675,126,"card",1073.05,"Howell (O&R)","$0-$49,999","0",0,0
"67",2022,1,"2022_1",407,"4463342005",386,22,"card",6253.3,"Howell (O&R)","not in list","0",0,0
"68",2022,1,"2022_1",1235,"4228165011",1288,484,"card",12062.6,"Howell (O&R)",">=$50,000","0",0,0
"69",2022,1,"2022_1",1235,"4228165011",1288,484,"card",12062.6,"Howell (O&R)",">=$50,000","0",0,0
"70",2022,1,"2022_1",1235,"4228165011",1288,484,"card",12062.6,"Howell (O&R)",">=$50,000","0",0,0
"71",2022,1,"2022_1",633,"2035739007",590,101,"card",10471.5,"Howell (O&R)",">=$50,000","0",0,0
"72",2022,1,"2022_1",1387,"553162002",1556,557,"ach",3700.18,"Howell (O&R)","not in list","0",0,0
"73",2022,1,"2022_1",1387,"553162002",1556,557,"card",3700.18,"Howell (O&R)","not in list","0",0,0
"74",2022,1,"2022_1",1709,"3283148008",2225,602,"card",14356.7,"Howell (O&R)",">=$50,000","0",0,0
"75",2022,1,"2022_1",825,"9554782016",804,204,"card",5069.25,"Howell (O&R)","not in list","0",0,0
"76",2022,1,"2022_1",716,"4505358005",674,125,"card",6290.31,"Howell (O&R)","No Data","0",0,0
"77",2022,1,"2022_1",1385,"2465200008",1554,556,"card",3885.19,"Howell (O&R)","not in list","0",0,0
"78",2022,1,"2022_1",1385,"2465200008",1554,556,"card",3885.19,"Howell (O&R)","not in list","0",0,0
"79",2022,1,"2022_1",1385,"2465200008",1554,556,"card",3885.19,"Howell (O&R)","not in list","0",0,0
"80",2022,1,"2022_1",402,"6796440023",371,20,"card",7770.38,"Howell (O&R)",">=$50,000","0",0,0
"81",2022,1,"2022_1",443,"1362078010",430,44,"card",17501.9,"Howell (O&R)",">=$50,000","0",0,0
"82",2022,1,"2022_1",443,"1362078010",430,44,"card",17501.9,"Howell (O&R)",">=$50,000","0",0,0
"83",2022,1,"2022_1",447,"1464532000",435,47,"ach",12136.6,"Howell (O&R)","not in list","0",0,0
"84",2022,1,"2022_1",447,"1464532000",435,47,"card",12136.6,"Howell (O&R)","not in list","0",0,0
"85",2022,1,"2022_1",447,"1464532000",435,47,"ach",12136.6,"Howell (O&R)","not in list","0",0,0
"86",2022,1,"2022_1",447,"1464532000",435,47,"card",12136.6,"Howell (O&R)","not in list","0",0,0
"87",2022,1,"2022_1",544,"1481344004",495,82,"card",8658.42,"Howell (O&R)",">=$50,000","0",0,0
"88",2022,1,"2022_1",425,"9895004000",407,32,"card",9805.48,"Howell (O&R)",">=$50,000","0",0,0
"89",2022,1,"2022_1",714,"3712597177",672,123,"card",1813.09,"Howell (O&R)","No Data","0",0,0
"90",2022,1,"2022_1",714,"3712597177",672,123,"card",1813.09,"Howell (O&R)","No Data","0",0,0
"91",2022,1,"2022_1",962,"579397005",958,296,"card",4366.21,"Howell (O&R)",">=$50,000","0",0,0
"92",2022,1,"2022_1",1128,"2931081026",1165,416,"card",8880.43,"Howell (O&R)",">=$50,000","0",0,0
"93",2022,1,"2022_1",1279,"4426595015",1334,502,"card",10582.5,"Howell (O&R)",">=$50,000","0",0,0
"94",2022,1,"2022_1",1279,"4426595015",1334,502,"card",10582.5,"Howell (O&R)",">=$50,000","0",0,0
"95",2022,1,"2022_1",1279,"4426595015",1334,502,"card",10582.5,"Howell (O&R)",">=$50,000","0",0,0
"96",2022,1,"2022_1",1279,"4426595015",1334,502,"card",10582.5,"Howell (O&R)",">=$50,000","0",0,0
"97",2022,1,"2022_1",791,"6514006025",750,180,"card",4662.23,"Howell (O&R)",">=$50,000","0",0,0
"98",2022,1,"2022_1",791,"6514006025",750,180,"card",4662.23,"Howell (O&R)",">=$50,000","0",0,0
"99",2022,1,"2022_1",1129,"2731868001",1166,417,"card",4107.2,"Howell (O&R)","$0-$49,999","0",0,0
"100",2022,1,"2022_1",1129,"2731868001",1166,417,"card",4107.2,"Howell (O&R)","$0-$49,999","0",0,0
"101",2022,1,"2022_1",828,"2882062000",808,207,"card",3256.16,"Howell (O&R)",">=$50,000","0",0,0
"102",2022,1,"2022_1",820,"6687265010",789,200,"card",7215.35,"Howell (O&R)",">=$50,000","0",0,0
"103",2022,1,"2022_1",820,"6687265010",789,200,"card",7215.35,"Howell (O&R)",">=$50,000","0",0,0
"104",2022,1,"2022_1",1044,"5204641024",1057,351,"card",12580.6,"Howell (O&R)","not in list","0",0,0
"105",2022,1,"2022_1",634,"1994165017",593,102,"card",14319.7,"Howell (O&R)",">=$50,000","0",0,0
"106",2022,1,"2022_1",1300,"7328772002",1354,515,"card",4218.21,"Howell (O&R)",">=$50,000","0",0,0
"107",2022,1,"2022_1",1029,"6917205000",1043,341,"card",7437.36,"Howell (O&R)",">=$50,000","0",0,0
"108",2022,1,"2022_1",1013,"5492341013",1025,331,"card",11618.6,"Howell (O&R)",">=$50,000","0",0,0
"109",2022,1,"2022_1",1013,"5492341013",1025,331,"card",11618.6,"Howell (O&R)",">=$50,000","0",0,0
"110",2022,1,"2022_1",898,"4972594008",880,249,"card",13949.7,"Howell (O&R)",">=$50,000","0",0,0
"111",2022,1,"2022_1",898,"4972594008",880,249,"card",13949.7,"Howell (O&R)",">=$50,000","0",0,0
"112",2022,1,"2022_1",763,"3935211003",721,155,"card",5402.26,"Howell (O&R)",">=$50,000","0",0,0
"113",2022,1,"2022_1",884,"1383679008",863,241,"card",3256.16,"Howell (O&R)","$0-$49,999","0",0,0
"114",2022,1,"2022_1",884,"1383679008",863,241,"card",3256.16,"Howell (O&R)","$0-$49,999","0",0,0
"115",2022,1,"2022_1",884,"1383679008",863,241,"card",3256.16,"Howell (O&R)","$0-$49,999","0",0,0
"116",2022,1,"2022_1",704,"4933148026",662,113,"ach",5624.27,"Howell (O&R)",">=$50,000","0",0,0
"117",2022,1,"2022_1",1236,"4348144010",1289,485,"card",5402.26,"Howell (O&R)",">=$50,000","0",0,0
"118",2022,1,"2022_1",735,"214102011",696,138,"ach",4329.21,"Howell (O&R)","$0-$49,999","0",0,0
"119",2022,1,"2022_1",735,"214102011",696,138,"ach",4329.21,"Howell (O&R)","$0-$49,999","0",0,0
"120",2022,1,"2022_1",761,"6486694059",720,154,"card",6290.31,"Howell (O&R)",">=$50,000","0",0,0
"121",2022,1,"2022_1",940,"6798537001",934,279,"card",12136.6,"Howell (O&R)",">=$50,000","0",0,0
"122",2022,1,"2022_1",940,"6798537001",934,279,"card",12136.6,"Howell (O&R)",">=$50,000","0",0,0
"123",2022,1,"2022_1",1115,"5816788007",1147,406,"card",7400.36,"Howell (O&R)",">=$50,000","0",0,0
"124",2022,1,"2022_1",1115,"5816788007",1147,406,"card",7400.36,"Howell (O&R)",">=$50,000","0",0,0
"125",2022,1,"2022_1",1115,"5816788007",1147,406,"card",7400.36,"Howell (O&R)",">=$50,000","0",0,0
"126",2022,1,"2022_1",1115,"5816788007",1147,406,"card",7400.36,"Howell (O&R)",">=$50,000","0",0,0
"127",2020,9,"2020_9",1350,"21003886443",1445,534,"card",5300.1,"Frog Hollow (CHGE)","not in list","0",0,0
"128",2020,9,"2020_9",1350,"21003886443",1445,534,"card",5300.1,"Frog Hollow (CHGE)","not in list","0",0,0
"129",2020,9,"2020_9",1350,"21003886443",1445,534,"card",5300.1,"Frog Hollow (CHGE)","not in list","0",0,0
"130",2020,9,"2020_9",1350,"21003886443",1445,534,"card",5300.1,"Frog Hollow (CHGE)","not in list","0",0,0
"131",2022,1,"2022_1",1107,"715866014",1139,398,"card",16983.8,"Howell (O&R)",">=$50,000","0",0,0
"132",2022,1,"2022_1",1107,"715866014",1139,398,"ach",16983.8,"Howell (O&R)",">=$50,000","0",0,0
"133",2022,1,"2022_1",47,"649729000",51,12,"card",5735.28,"Howell (O&R)",">=$50,000","0",0,0
"134",2022,1,"2022_1",47,"649729000",51,12,"card",5735.28,"Howell (O&R)",">=$50,000","0",0,0
"135",2022,1,"2022_1",47,"649729000",51,12,"card",5735.28,"Howell (O&R)",">=$50,000","0",0,0
"136",2022,1,"2022_1",719,"4719530028",677,127,"card",9657.47,"Howell (O&R)",">=$50,000","0",0,0
"137",2022,1,"2022_1",864,"6412151007",846,233,"card",13616.7,"Howell (O&R)","not in list","0",0,0
"138",2022,1,"2022_1",864,"6412151007",846,233,"card",13616.7,"Howell (O&R)","not in list","0",0,0
"139",2022,1,"2022_1",864,"6412151007",846,233,"card",13616.7,"Howell (O&R)","not in list","0",0,0
"140",2022,1,"2022_1",864,"6412151007",846,233,"card",13616.7,"Howell (O&R)","not in list","0",0,0
"141",2022,1,"2022_1",1288,"6738692027",1342,507,"ach",7696.37,"Howell (O&R)",">=$50,000","0",0,0
"142",2022,1,"2022_1",1288,"6738692027",1342,507,"card",7696.37,"Howell (O&R)",">=$50,000","0",0,0
"143",2022,1,"2022_1",1148,"6984401010",1188,431,"card",888.043,"Howell (O&R)",">=$50,000","0",0,0
"144",2022,1,"2022_1",1148,"6984401010",1188,431,"card",888.043,"Howell (O&R)",">=$50,000","0",0,0
"145",2022,1,"2022_1",1148,"6984401010",1188,431,"card",888.043,"Howell (O&R)",">=$50,000","0",0,0
"146",2022,1,"2022_1",1148,"6984401010",1188,431,"card",888.043,"Howell (O&R)",">=$50,000","0",0,0
"147",2022,1,"2022_1",1148,"6984401010",1188,431,"card",888.043,"Howell (O&R)",">=$50,000","0",0,0
"148",2022,1,"2022_1",712,"5353741004",670,121,"card",15540.8,"Howell (O&R)",">=$50,000","0",0,0
"149",2022,1,"2022_1",712,"5353741004",670,121,"card",15540.8,"Howell (O&R)",">=$50,000","0",0,0
"150",2022,1,"2022_1",904,"9732249212",888,252,"card",3515.17,"Howell (O&R)",">=$50,000","0",0,0
"151",2022,1,"2022_1",1367,"6007012013",1512,546,"card",7844.38,"Howell (O&R)",">=$50,000","0",0,0
"152",2022,1,"2022_1",944,"8401866017",939,282,"card",5661.28,"Howell (O&R)",">=$50,000","0",0,0
"153",2022,1,"2022_1",944,"8401866017",939,282,"card",5661.28,"Howell (O&R)",">=$50,000","0",0,0
"154",2022,1,"2022_1",944,"8401866017",939,282,"card",5661.28,"Howell (O&R)",">=$50,000","0",0,0
"155",2022,1,"2022_1",919,"6238882003",912,262,"card",8695.42,"Howell (O&R)",">=$50,000","0",0,0
"156",2020,9,"2020_9",799,"21001801915",768,188,"ach",7705.82,"Frog Hollow (CHGE)","not in list","0",0,0
"157",2022,1,"2022_1",788,"6371208012",747,177,"card",9065.44,"Howell (O&R)","No Data","0",0,0
"158",2022,1,"2022_1",930,"3693674059",924,271,"ach",12765.6,"Howell (O&R)",">=$50,000","Moving out of service territory",0,1
"159",2022,1,"2022_1",930,"3693674059",924,271,"card",12765.6,"Howell (O&R)",">=$50,000","Moving out of service territory",0,1
"160",2022,1,"2022_1",930,"3693674059",924,271,"card",12765.6,"Howell (O&R)",">=$50,000","Moving out of service territory",0,1
"161",2022,1,"2022_1",1284,"8439675026",1337,505,"card",4477.22,"Howell (O&R)",">=$50,000","0",0,0
"162",2022,1,"2022_1",1284,"8439675026",1337,505,"card",4477.22,"Howell (O&R)",">=$50,000","0",0,0
"163",2022,1,"2022_1",428,"8148825029",414,33,"card",9176.45,"Howell (O&R)",">=$50,000","0",0,0
"164",2022,1,"2022_1",1415,"1072876031",1664,576,"card",7437.36,"Howell (O&R)",">=$50,000","0",0,0
"165",2022,1,"2022_1",1415,"1072876031",1664,576,"card",7437.36,"Howell (O&R)",">=$50,000","0",0,0
"166",2022,1,"2022_1",542,"1574781115",493,80,"card",8769.43,"Howell (O&R)","not in list","0",0,0
"167",2022,1,"2022_1",542,"1574781115",493,80,"card",8769.43,"Howell (O&R)","not in list","0",0,0
"168",2022,1,"2022_1",1313,"7198597015",1370,523,"ach",25383.2,"Howell (O&R)",">=$50,000","0",0,0
"169",2022,1,"2022_1",1313,"7198597015",1370,523,"card",25383.2,"Howell (O&R)",">=$50,000","0",0,0
"170",2022,1,"2022_1",1313,"7198597015",1370,523,"card",25383.2,"Howell (O&R)",">=$50,000","0",0,0
"171",2022,1,"2022_1",1201,"2536090018",1256,469,"card",11100.5,"Howell (O&R)",">=$50,000","0",0,0
"172",2022,1,"2022_1",1201,"2536090018",1256,469,"card",11100.5,"Howell (O&R)",">=$50,000","0",0,0
"173",2022,1,"2022_1",64,"2870489028",73,18,"card",4810.23,"Howell (O&R)",">=$50,000","0",0,0
"174",2022,1,"2022_1",742,"736866014",703,143,"card",5328.26,"Howell (O&R)","No Data","0",0,0
"175",2022,1,"2022_1",742,"736866014",703,143,"card",5328.26,"Howell (O&R)","No Data","0",0,0
"176",2022,1,"2022_1",1098,"585687010",1129,390,"card",5402.26,"Howell (O&R)",">=$50,000","0",0,0
"177",2022,1,"2022_1",1098,"585687010",1129,390,"card",5402.26,"Howell (O&R)",">=$50,000","0",0,0
"178",2022,1,"2022_1",1098,"585687010",1129,390,"card",5402.26,"Howell (O&R)",">=$50,000","0",0,0
"179",2022,1,"2022_1",1696,"5131165006",2213,601,"ach",9250.45,"Howell (O&R)",">=$50,000","0",0,0
"180",2022,1,"2022_1",1021,"4465457018",1033,337,"card",10545.5,"Howell (O&R)",">=$50,000","No Longer Interested",0,1
"181",2022,1,"2022_1",1021,"4465457018",1033,337,"card",10545.5,"Howell (O&R)",">=$50,000","No Longer Interested",0,1
"182",2022,1,"2022_1",1021,"4465457018",1033,337,"card",10545.5,"Howell (O&R)",">=$50,000","No Longer Interested",0,1
"183",2022,1,"2022_1",1021,"4465457018",1033,337,"card",10545.5,"Howell (O&R)",">=$50,000","No Longer Interested",0,1
"184",2022,1,"2022_1",764,"2979693039",722,156,"card",2627.13,"Howell (O&R)",">=$50,000","0",0,0
"185",2022,1,"2022_1",764,"2979693039",722,156,"card",2627.13,"Howell (O&R)",">=$50,000","0",0,0
"186",2022,1,"2022_1",713,"8055401055",671,122,"card",8954.44,"Howell (O&R)",">=$50,000","Moving out of service territory",0,1
"187",2022,1,"2022_1",713,"8055401055",671,122,"card",8954.44,"Howell (O&R)",">=$50,000","Moving out of service territory",0,1
"188",2022,1,"2022_1",1092,"3603385005",1117,385,"card",7252.35,"Howell (O&R)",">=$50,000","0",0,0
"189",2022,1,"2022_1",1092,"3603385005",1117,385,"card",7252.35,"Howell (O&R)",">=$50,000","0",0,0
"190",2022,1,"2022_1",1092,"3603385005",1117,385,"card",7252.35,"Howell (O&R)",">=$50,000","0",0,0
"191",2022,1,"2022_1",1092,"3603385005",1117,385,"card",7252.35,"Howell (O&R)",">=$50,000","0",0,0
"192",2022,1,"2022_1",1092,"3603385005",1117,385,"card",7252.35,"Howell (O&R)",">=$50,000","0",0,0
"193",2022,1,"2022_1",1403,"2303497058",1594,567,"card",7807.38,"Howell (O&R)",">=$50,000","0",0,0
"194",2022,1,"2022_1",1403,"2303497058",1594,567,"card",7807.38,"Howell (O&R)",">=$50,000","0",0,0
"195",2022,1,"2022_1",1403,"2303497058",1594,567,"card",7807.38,"Howell (O&R)",">=$50,000","0",0,0
"196",2022,1,"2022_1",1403,"2303497058",1594,567,"card",7807.38,"Howell (O&R)",">=$50,000","0",0,0
"197",2022,1,"2022_1",1403,"2303497058",1594,567,"card",7807.38,"Howell (O&R)",">=$50,000","0",0,0
"198",2022,1,"2022_1",1114,"1189459015",1146,405,"ach",8177.4,"Howell (O&R)","not in list","0",0,0
"199",2022,1,"2022_1",1114,"1189459015",1146,405,"card",8177.4,"Howell (O&R)","not in list","0",0,0
"200",2022,1,"2022_1",1114,"1189459015",1146,405,"card",8177.4,"Howell (O&R)","not in list","0",0,0
"201",2022,1,"2022_1",1433,"3061588077",1732,585,"card",10101.5,"Howell (O&R)",">=$50,000","0",0,0
"202",2022,1,"2022_1",816,"2843127017",786,198,"card",14208.7,"Howell (O&R)",">=$50,000","0",0,0
"203",2022,1,"2022_1",816,"2843127017",786,198,"card",14208.7,"Howell (O&R)",">=$50,000","0",0,0
"204",2022,1,"2022_1",1063,"1631154018",1079,363,"card",5809.28,"Howell (O&R)",">=$50,000","0",0,0
"205",2022,1,"2022_1",1063,"1631154018",1079,363,"card",5809.28,"Howell (O&R)",">=$50,000","0",0,0
"206",2022,1,"2022_1",529,"6238876005",482,73,"card",6327.31,"Howell (O&R)","not in list","0",0,0
"207",2022,1,"2022_1",885,"684393039",864,242,"card",23607.1,"Howell (O&R)","$0-$49,999","0",0,0
"208",2022,1,"2022_1",885,"684393039",864,242,"card",23607.1,"Howell (O&R)","$0-$49,999","0",0,0
"209",2022,1,"2022_1",1051,"1729163009",1063,356,"ach",6179.3,"Howell (O&R)",">=$50,000","0",0,0
"210",2022,1,"2022_1",1051,"1729163009",1063,356,"card",6179.3,"Howell (O&R)",">=$50,000","0",0,0
"211",2022,1,"2022_1",1051,"1729163009",1063,356,"card",6179.3,"Howell (O&R)",">=$50,000","0",0,0
"212",2022,1,"2022_1",768,"8230724024",727,159,"card",3700.18,"Howell (O&R)",">=$50,000","0",0,0
"213",2022,1,"2022_1",768,"8230724024",727,159,"card",3700.18,"Howell (O&R)",">=$50,000","0",0,0
"214",2022,1,"2022_1",416,"5593165019",395,25,"card",10989.5,"Howell (O&R)",">=$50,000","0",0,0
"215",2022,1,"2022_1",729,"898598028",688,134,"card",3293.16,"Howell (O&R)",">=$50,000","0",0,0
"216",2022,1,"2022_1",729,"898598028",688,134,"card",3293.16,"Howell (O&R)",">=$50,000","0",0,0
"217",2022,1,"2022_1",729,"898598028",688,134,"card",3293.16,"Howell (O&R)",">=$50,000","0",0,0
"218",2022,1,"2022_1",729,"898598028",688,134,"card",3293.16,"Howell (O&R)",">=$50,000","0",0,0
"219",2022,1,"2022_1",729,"898598028",688,134,"ach",3293.16,"Howell (O&R)",">=$50,000","0",0,0
"220",2022,1,"2022_1",770,"7076773000",729,161,"card",5439.26,"Howell (O&R)","No Data","0",0,0
"221",2022,1,"2022_1",963,"1331207009",960,297,"card",13764.7,"Howell (O&R)",">=$50,000","0",0,0
"222",2022,1,"2022_1",963,"1331207009",960,297,"card",13764.7,"Howell (O&R)",">=$50,000","0",0,0
"223",2022,1,"2022_1",1219,"1428061028",1274,481,"card",9472.46,"Howell (O&R)",">=$50,000","0",0,0
"224",2020,10,"2020_10",523,"21000677555",475,69,"card",4473.14,"Frog Hollow (CHGE)","not in list","0",0,0
"225",2020,10,"2020_10",523,"21000677555",475,69,"card",4473.14,"Frog Hollow (CHGE)","not in list","0",0,0
"226",2022,1,"2022_1",697,"9360546004",655,107,"ach",5513.27,"Howell (O&R)",">=$50,000","0",0,0
"227",2022,1,"2022_1",697,"9360546004",655,107,"card",5513.27,"Howell (O&R)",">=$50,000","0",0,0
"228",2022,1,"2022_1",947,"4137817026",942,285,"card",15170.7,"Howell (O&R)",">=$50,000","0",0,0
"229",2022,1,"2022_1",947,"4137817026",942,285,"card",15170.7,"Howell (O&R)",">=$50,000","0",0,0
"230",2022,1,"2022_1",947,"4137817026",942,285,"card",15170.7,"Howell (O&R)",">=$50,000","0",0,0
"231",2022,1,"2022_1",947,"4137817026",942,285,"card",15170.7,"Howell (O&R)",">=$50,000","0",0,0
"232",2020,1,"2020_1",978,"21001161047",977,307,"card",3683.76,"Frog Hollow (CHGE)","not in list","0",0,0
"233",2020,1,"2020_1",978,"21001161047",977,307,"card",3683.76,"Frog Hollow (CHGE)","not in list","0",0,0
"234",2022,1,"2022_1",1011,"7260547034",1019,329,"ach",3774.18,"Howell (O&R)",">=$50,000","0",0,0
"235",2022,1,"2022_1",1011,"7260547034",1019,329,"ach",3774.18,"Howell (O&R)",">=$50,000","0",0,0
"236",2022,1,"2022_1",823,"6838442001",802,203,"card",13505.7,"Howell (O&R)",">=$50,000","0",0,0
"237",2022,1,"2022_1",1117,"4594596026",1149,408,"card",3145.15,"Howell (O&R)",">=$50,000","0",0,0
"238",2022,1,"2022_1",1117,"4594596026",1149,408,"card",3145.15,"Howell (O&R)",">=$50,000","0",0,0
"239",2022,1,"2022_1",854,"4270150004",836,227,"card",2960.14,"Howell (O&R)",">=$50,000","0",0,0
